date,actual_Appliances,predicted_Appliances,record_type
2016-05-15 07:30:00,60.0,68.72,Test Evaluation
2016-05-15 07:40:00,60.0,73.18,Test Evaluation
2016-05-15 07:50:00,220.0,89.3,Test Evaluation
2016-05-15 08:00:00,190.0,112.87,Test Evaluation
2016-05-15 08:10:00,120.0,119.92,Test Evaluation
2016-05-15 08:20:00,70.0,148.56,Test Evaluation
2016-05-15 08:30:00,50.0,136.1,Test Evaluation
2016-05-15 08:40:00,150.0,148.08,Test Evaluation
2016-05-15 08:50:00,130.0,116.15,Test Evaluation
2016-05-15 09:00:00,120.0,110.53,Test Evaluation
2016-05-15 09:10:00,110.0,100.75,Test Evaluation
2016-05-15 09:20:00,80.0,103.18,Test Evaluation
2016-05-15 09:30:00,100.0,114.84,Test Evaluation
2016-05-15 09:40:00,100.0,100.88,Test Evaluation
2016-05-15 09:50:00,100.0,109.45,Test Evaluation
2016-05-15 10:00:00,70.0,136.78,Test Evaluation
2016-05-15 10:10:00,80.0,101.72,Test Evaluation
2016-05-15 10:20:00,80.0,109.22,Test Evaluation
2016-05-15 10:30:00,200.0,94.53,Test Evaluation
2016-05-15 10:40:00,110.0,123.23,Test Evaluation
2016-05-15 10:50:00,110.0,115.26,Test Evaluation
2016-05-15 11:00:00,100.0,123.62,Test Evaluation
2016-05-15 11:10:00,100.0,135.56,Test Evaluation
2016-05-15 11:20:00,110.0,129.83,Test Evaluation
2016-05-15 11:30:00,100.0,117.72,Test Evaluation
2016-05-15 11:40:00,110.0,111.92,Test Evaluation
2016-05-15 11:50:00,110.0,111.49,Test Evaluation
2016-05-15 12:00:00,90.0,127.07,Test Evaluation
2016-05-15 12:10:00,100.0,113.8,Test Evaluation
2016-05-15 12:20:00,90.0,112.2,Test Evaluation
2016-05-15 12:30:00,110.0,111.17,Test Evaluation
2016-05-15 12:40:00,100.0,110.05,Test Evaluation
2016-05-15 12:50:00,90.0,108.76,Test Evaluation
2016-05-15 13:00:00,110.0,111.63,Test Evaluation
2016-05-15 13:10:00,110.0,113.77,Test Evaluation
2016-05-15 13:20:00,100.0,117.6,Test Evaluation
2016-05-15 13:30:00,260.0,114.97,Test Evaluation
2016-05-15 13:40:00,160.0,138.22,Test Evaluation
2016-05-15 13:50:00,80.0,161.13,Test Evaluation
2016-05-15 14:00:00,80.0,148.35,Test Evaluation
2016-05-15 14:10:00,90.0,144.67,Test Evaluation
2016-05-15 14:20:00,90.0,141.17,Test Evaluation
2016-05-15 14:30:00,70.0,103.22,Test Evaluation
2016-05-15 14:40:00,100.0,96.33,Test Evaluation
2016-05-15 14:50:00,100.0,117.42,Test Evaluation
2016-05-15 15:00:00,100.0,107.41,Test Evaluation
2016-05-15 15:10:00,80.0,109.1,Test Evaluation
2016-05-15 15:20:00,90.0,106.32,Test Evaluation
2016-05-15 15:30:00,100.0,110.09,Test Evaluation
2016-05-15 15:40:00,90.0,128.09,Test Evaluation
2016-05-15 15:50:00,100.0,126.25,Test Evaluation
2016-05-15 16:00:00,100.0,125.41,Test Evaluation
2016-05-15 16:10:00,110.0,138.56,Test Evaluation
2016-05-15 16:20:00,130.0,130.56,Test Evaluation
2016-05-15 16:30:00,110.0,132.27,Test Evaluation
2016-05-15 16:40:00,110.0,136.13,Test Evaluation
2016-05-15 16:50:00,300.0,145.63,Test Evaluation
2016-05-15 17:00:00,360.0,165.11,Test Evaluation
2016-05-15 17:10:00,140.0,200.0,Test Evaluation
2016-05-15 17:20:00,100.0,199.25,Test Evaluation
2016-05-15 17:30:00,200.0,199.04,Test Evaluation
2016-05-15 17:40:00,330.0,243.38,Test Evaluation
2016-05-15 17:50:00,290.0,224.37,Test Evaluation
2016-05-15 18:00:00,120.0,178.87,Test Evaluation
2016-05-15 18:10:00,80.0,180.03,Test Evaluation
2016-05-15 18:20:00,80.0,169.34,Test Evaluation
2016-05-15 18:30:00,100.0,175.35,Test Evaluation
2016-05-15 18:40:00,110.0,121.8,Test Evaluation
2016-05-15 18:50:00,100.0,98.22,Test Evaluation
2016-05-15 19:00:00,110.0,108.09,Test Evaluation
2016-05-15 19:10:00,100.0,116.06,Test Evaluation
2016-05-15 19:20:00,100.0,118.35,Test Evaluation
2016-05-15 19:30:00,80.0,95.66,Test Evaluation
2016-05-15 19:40:00,100.0,90.52,Test Evaluation
2016-05-15 19:50:00,90.0,91.73,Test Evaluation
2016-05-15 20:00:00,100.0,88.89,Test Evaluation
2016-05-15 20:10:00,90.0,88.68,Test Evaluation
2016-05-15 20:20:00,170.0,86.07,Test Evaluation
2016-05-15 20:30:00,500.0,100.89,Test Evaluation
2016-05-15 20:40:00,330.0,158.36,Test Evaluation
2016-05-15 20:50:00,290.0,195.9,Test Evaluation
2016-05-15 21:00:00,260.0,225.03,Test Evaluation
2016-05-15 21:10:00,230.0,251.34,Test Evaluation
2016-05-15 21:20:00,240.0,254.61,Test Evaluation
2016-05-15 21:30:00,240.0,192.55,Test Evaluation
2016-05-15 21:40:00,150.0,201.87,Test Evaluation
2016-05-15 21:50:00,100.0,173.71,Test Evaluation
2016-05-15 22:00:00,90.0,153.47,Test Evaluation
2016-05-15 22:10:00,90.0,133.34,Test Evaluation
2016-05-15 22:20:00,90.0,108.46,Test Evaluation
2016-05-15 22:30:00,80.0,86.79,Test Evaluation
2016-05-15 22:40:00,100.0,81.78,Test Evaluation
2016-05-15 22:50:00,70.0,86.04,Test Evaluation
2016-05-15 23:00:00,80.0,82.53,Test Evaluation
2016-05-15 23:10:00,80.0,81.54,Test Evaluation
2016-05-15 23:20:00,80.0,80.29,Test Evaluation
2016-05-15 23:30:00,80.0,82.24,Test Evaluation
2016-05-15 23:40:00,90.0,78.84,Test Evaluation
2016-05-15 23:50:00,90.0,83.77,Test Evaluation
2016-05-16 00:00:00,80.0,80.11,Test Evaluation
2016-05-16 00:10:00,70.0,78.84,Test Evaluation
2016-05-16 00:20:00,50.0,78.17,Test Evaluation
2016-05-16 00:30:00,60.0,73.24,Test Evaluation
2016-05-16 00:40:00,60.0,69.95,Test Evaluation
2016-05-16 00:50:00,50.0,64.1,Test Evaluation
2016-05-16 01:00:00,50.0,61.28,Test Evaluation
2016-05-16 01:10:00,60.0,60.25,Test Evaluation
2016-05-16 01:20:00,50.0,60.79,Test Evaluation
2016-05-16 01:30:00,50.0,59.02,Test Evaluation
2016-05-16 01:40:00,50.0,58.4,Test Evaluation
2016-05-16 01:50:00,60.0,59.93,Test Evaluation
2016-05-16 02:00:00,50.0,60.49,Test Evaluation
2016-05-16 02:10:00,70.0,59.87,Test Evaluation
2016-05-16 02:20:00,50.0,63.2,Test Evaluation
2016-05-16 02:30:00,60.0,63.9,Test Evaluation
2016-05-16 02:40:00,60.0,64.26,Test Evaluation
2016-05-16 02:50:00,50.0,63.15,Test Evaluation
2016-05-16 03:00:00,70.0,65.62,Test Evaluation
2016-05-16 03:10:00,50.0,62.72,Test Evaluation
2016-05-16 03:20:00,50.0,64.33,Test Evaluation
2016-05-16 03:30:00,50.0,62.38,Test Evaluation
2016-05-16 03:40:00,50.0,61.43,Test Evaluation
2016-05-16 03:50:00,50.0,63.03,Test Evaluation
2016-05-16 04:00:00,50.0,58.78,Test Evaluation
2016-05-16 04:10:00,50.0,61.83,Test Evaluation
2016-05-16 04:20:00,60.0,61.12,Test Evaluation
2016-05-16 04:30:00,50.0,62.53,Test Evaluation
2016-05-16 04:40:00,60.0,62.07,Test Evaluation
2016-05-16 04:50:00,60.0,64.16,Test Evaluation
2016-05-16 05:00:00,50.0,69.25,Test Evaluation
2016-05-16 05:10:00,60.0,68.11,Test Evaluation
2016-05-16 05:20:00,50.0,67.45,Test Evaluation
2016-05-16 05:30:00,50.0,68.79,Test Evaluation
2016-05-16 05:40:00,50.0,66.98,Test Evaluation
2016-05-16 05:50:00,50.0,64.11,Test Evaluation
2016-05-16 06:00:00,50.0,65.33,Test Evaluation
2016-05-16 06:10:00,50.0,61.73,Test Evaluation
2016-05-16 06:20:00,50.0,65.51,Test Evaluation
2016-05-16 06:30:00,60.0,63.24,Test Evaluation
2016-05-16 06:40:00,50.0,66.61,Test Evaluation
2016-05-16 06:50:00,60.0,66.11,Test Evaluation
2016-05-16 07:00:00,60.0,70.98,Test Evaluation
2016-05-16 07:10:00,60.0,71.91,Test Evaluation
2016-05-16 07:20:00,50.0,73.2,Test Evaluation
2016-05-16 07:30:00,50.0,71.85,Test Evaluation
2016-05-16 07:40:00,90.0,73.22,Test Evaluation
2016-05-16 07:50:00,60.0,83.77,Test Evaluation
2016-05-16 08:00:00,40.0,81.0,Test Evaluation
2016-05-16 08:10:00,50.0,75.81,Test Evaluation
2016-05-16 08:20:00,60.0,72.36,Test Evaluation
2016-05-16 08:30:00,50.0,75.53,Test Evaluation
2016-05-16 08:40:00,160.0,70.66,Test Evaluation
2016-05-16 08:50:00,170.0,87.61,Test Evaluation
2016-05-16 09:00:00,80.0,108.2,Test Evaluation
2016-05-16 09:10:00,60.0,114.4,Test Evaluation
2016-05-16 09:20:00,50.0,114.27,Test Evaluation
2016-05-16 09:30:00,50.0,115.8,Test Evaluation
2016-05-16 09:40:00,80.0,101.91,Test Evaluation
2016-05-16 09:50:00,100.0,98.25,Test Evaluation
2016-05-16 10:00:00,320.0,117.18,Test Evaluation
2016-05-16 10:10:00,160.0,146.58,Test Evaluation
2016-05-16 10:20:00,100.0,160.95,Test Evaluation
2016-05-16 10:30:00,100.0,177.2,Test Evaluation
2016-05-16 10:40:00,110.0,173.45,Test Evaluation
2016-05-16 10:50:00,100.0,175.02,Test Evaluation
2016-05-16 11:00:00,100.0,136.84,Test Evaluation
2016-05-16 11:10:00,100.0,130.13,Test Evaluation
2016-05-16 11:20:00,90.0,116.9,Test Evaluation
2016-05-16 11:30:00,110.0,116.32,Test Evaluation
2016-05-16 11:40:00,110.0,117.58,Test Evaluation
2016-05-16 11:50:00,110.0,119.95,Test Evaluation
2016-05-16 12:00:00,290.0,119.24,Test Evaluation
2016-05-16 12:10:00,450.0,147.55,Test Evaluation
2016-05-16 12:20:00,160.0,212.51,Test Evaluation
2016-05-16 12:30:00,100.0,217.21,Test Evaluation
2016-05-16 12:40:00,120.0,213.75,Test Evaluation
2016-05-16 12:50:00,120.0,208.89,Test Evaluation
2016-05-16 13:00:00,120.0,183.57,Test Evaluation
2016-05-16 13:10:00,330.0,109.99,Test Evaluation
2016-05-16 13:20:00,350.0,176.12,Test Evaluation
2016-05-16 13:30:00,360.0,226.99,Test Evaluation
2016-05-16 13:40:00,340.0,224.23,Test Evaluation
2016-05-16 13:50:00,100.0,235.11,Test Evaluation
2016-05-16 14:00:00,80.0,239.8,Test Evaluation
2016-05-16 14:10:00,90.0,219.39,Test Evaluation
2016-05-16 14:20:00,80.0,162.77,Test Evaluation
2016-05-16 14:30:00,80.0,122.32,Test Evaluation
2016-05-16 14:40:00,100.0,94.7,Test Evaluation
2016-05-16 14:50:00,100.0,112.0,Test Evaluation
2016-05-16 15:00:00,100.0,117.3,Test Evaluation
2016-05-16 15:10:00,80.0,118.31,Test Evaluation
2016-05-16 15:20:00,210.0,115.04,Test Evaluation
2016-05-16 15:30:00,90.0,144.09,Test Evaluation
2016-05-16 15:40:00,100.0,127.21,Test Evaluation
2016-05-16 15:50:00,90.0,133.14,Test Evaluation
2016-05-16 16:00:00,90.0,134.65,Test Evaluation
2016-05-16 16:10:00,90.0,141.09,Test Evaluation
2016-05-16 16:20:00,90.0,116.4,Test Evaluation
2016-05-16 16:30:00,90.0,125.28,Test Evaluation
2016-05-16 16:40:00,80.0,126.47,Test Evaluation
2016-05-16 16:50:00,90.0,134.44,Test Evaluation
2016-05-16 17:00:00,90.0,138.2,Test Evaluation
2016-05-16 17:10:00,120.0,126.37,Test Evaluation
2016-05-16 17:20:00,110.0,131.95,Test Evaluation
2016-05-16 17:30:00,110.0,153.69,Test Evaluation
2016-05-16 17:40:00,630.0,173.35,Test Evaluation
2016-05-16 17:50:00,400.0,228.22,Test Evaluation
2016-05-16 18:00:00,350.0,236.99,Test Evaluation
2016-05-16 18:10:00,120.0,267.45,Test Evaluation
2016-05-16 18:20:00,100.0,272.69,Test Evaluation
2016-05-16 18:30:00,110.0,274.16,Test Evaluation
2016-05-16 18:40:00,100.0,158.21,Test Evaluation
2016-05-16 18:50:00,150.0,123.71,Test Evaluation
2016-05-16 19:00:00,100.0,102.96,Test Evaluation
2016-05-16 19:10:00,120.0,116.27,Test Evaluation
2016-05-16 19:20:00,120.0,121.21,Test Evaluation
2016-05-16 19:30:00,110.0,119.0,Test Evaluation
2016-05-16 19:40:00,120.0,121.02,Test Evaluation
2016-05-16 19:50:00,120.0,133.63,Test Evaluation
2016-05-16 20:00:00,110.0,127.86,Test Evaluation
2016-05-16 20:10:00,100.0,133.18,Test Evaluation
2016-05-16 20:20:00,130.0,112.45,Test Evaluation
2016-05-16 20:30:00,80.0,135.02,Test Evaluation
2016-05-16 20:40:00,80.0,115.91,Test Evaluation
2016-05-16 20:50:00,80.0,107.85,Test Evaluation
2016-05-16 21:00:00,80.0,102.42,Test Evaluation
2016-05-16 21:10:00,80.0,98.3,Test Evaluation
2016-05-16 21:20:00,70.0,99.24,Test Evaluation
2016-05-16 21:30:00,60.0,90.02,Test Evaluation
2016-05-16 21:40:00,60.0,81.6,Test Evaluation
2016-05-16 21:50:00,60.0,86.63,Test Evaluation
2016-05-16 22:00:00,50.0,72.69,Test Evaluation
2016-05-16 22:10:00,50.0,69.32,Test Evaluation
2016-05-16 22:20:00,40.0,66.7,Test Evaluation
2016-05-16 22:30:00,60.0,63.36,Test Evaluation
2016-05-16 22:40:00,40.0,64.84,Test Evaluation
2016-05-16 22:50:00,40.0,69.16,Test Evaluation
2016-05-16 23:00:00,50.0,58.48,Test Evaluation
2016-05-16 23:10:00,60.0,68.56,Test Evaluation
2016-05-16 23:20:00,70.0,62.26,Test Evaluation
2016-05-16 23:30:00,60.0,73.45,Test Evaluation
2016-05-16 23:40:00,70.0,67.44,Test Evaluation
2016-05-16 23:50:00,50.0,73.18,Test Evaluation
2016-05-17 00:00:00,40.0,58.52,Test Evaluation
2016-05-17 00:10:00,50.0,54.65,Test Evaluation
2016-05-17 00:20:00,50.0,50.94,Test Evaluation
2016-05-17 00:30:00,50.0,52.01,Test Evaluation
2016-05-17 00:40:00,50.0,49.29,Test Evaluation
2016-05-17 00:50:00,60.0,50.69,Test Evaluation
2016-05-17 01:00:00,50.0,56.12,Test Evaluation
2016-05-17 01:10:00,60.0,55.74,Test Evaluation
2016-05-17 01:20:00,50.0,56.93,Test Evaluation
2016-05-17 01:30:00,60.0,58.0,Test Evaluation
2016-05-17 01:40:00,50.0,58.99,Test Evaluation
2016-05-17 01:50:00,60.0,58.42,Test Evaluation
2016-05-17 02:00:00,50.0,60.14,Test Evaluation
2016-05-17 02:10:00,40.0,59.86,Test Evaluation
2016-05-17 02:20:00,60.0,59.4,Test Evaluation
2016-05-17 02:30:00,40.0,58.09,Test Evaluation
2016-05-17 02:40:00,70.0,57.33,Test Evaluation
2016-05-17 02:50:00,50.0,56.76,Test Evaluation
2016-05-17 03:00:00,60.0,60.62,Test Evaluation
2016-05-17 03:10:00,60.0,61.56,Test Evaluation
2016-05-17 03:20:00,50.0,59.84,Test Evaluation
2016-05-17 03:30:00,60.0,61.73,Test Evaluation
2016-05-17 03:40:00,40.0,58.11,Test Evaluation
2016-05-17 03:50:00,50.0,56.62,Test Evaluation
2016-05-17 04:00:00,50.0,53.99,Test Evaluation
2016-05-17 04:10:00,50.0,52.78,Test Evaluation
2016-05-17 04:20:00,50.0,54.66,Test Evaluation
2016-05-17 04:30:00,60.0,51.2,Test Evaluation
2016-05-17 04:40:00,50.0,56.58,Test Evaluation
2016-05-17 04:50:00,60.0,55.1,Test Evaluation
2016-05-17 05:00:00,70.0,59.71,Test Evaluation
2016-05-17 05:10:00,80.0,60.02,Test Evaluation
2016-05-17 05:20:00,50.0,64.37,Test Evaluation
2016-05-17 05:30:00,50.0,61.51,Test Evaluation
2016-05-17 05:40:00,50.0,64.19,Test Evaluation
2016-05-17 05:50:00,50.0,61.13,Test Evaluation
2016-05-17 06:00:00,60.0,60.27,Test Evaluation
2016-05-17 06:10:00,40.0,56.65,Test Evaluation
2016-05-17 06:20:00,50.0,57.33,Test Evaluation
2016-05-17 06:30:00,40.0,57.47,Test Evaluation
2016-05-17 06:40:00,80.0,55.24,Test Evaluation
2016-05-17 06:50:00,70.0,60.01,Test Evaluation
2016-05-17 07:00:00,60.0,60.5,Test Evaluation
2016-05-17 07:10:00,70.0,66.84,Test Evaluation
2016-05-17 07:20:00,110.0,69.01,Test Evaluation
2016-05-17 07:30:00,50.0,81.5,Test Evaluation
2016-05-17 07:40:00,50.0,76.53,Test Evaluation
2016-05-17 07:50:00,50.0,74.18,Test Evaluation
2016-05-17 08:00:00,50.0,73.38,Test Evaluation
2016-05-17 08:10:00,70.0,71.64,Test Evaluation
2016-05-17 08:20:00,50.0,62.24,Test Evaluation
2016-05-17 08:30:00,60.0,69.41,Test Evaluation
2016-05-17 08:40:00,60.0,80.29,Test Evaluation
2016-05-17 08:50:00,50.0,83.2,Test Evaluation
2016-05-17 09:00:00,50.0,80.05,Test Evaluation
2016-05-17 09:10:00,50.0,75.07,Test Evaluation
2016-05-17 09:20:00,50.0,75.87,Test Evaluation
2016-05-17 09:30:00,50.0,71.59,Test Evaluation
2016-05-17 09:40:00,50.0,72.73,Test Evaluation
2016-05-17 09:50:00,60.0,76.98,Test Evaluation
2016-05-17 10:00:00,50.0,92.32,Test Evaluation
2016-05-17 10:10:00,50.0,84.04,Test Evaluation
2016-05-17 10:20:00,60.0,80.5,Test Evaluation
2016-05-17 10:30:00,50.0,82.94,Test Evaluation
2016-05-17 10:40:00,60.0,82.63,Test Evaluation
2016-05-17 10:50:00,50.0,81.65,Test Evaluation
2016-05-17 11:00:00,60.0,83.15,Test Evaluation
2016-05-17 11:10:00,40.0,84.2,Test Evaluation
2016-05-17 11:20:00,60.0,79.34,Test Evaluation
2016-05-17 11:30:00,40.0,82.07,Test Evaluation
2016-05-17 11:40:00,60.0,75.81,Test Evaluation
2016-05-17 11:50:00,50.0,75.75,Test Evaluation
2016-05-17 12:00:00,60.0,83.35,Test Evaluation
2016-05-17 12:10:00,50.0,95.91,Test Evaluation
2016-05-17 12:20:00,50.0,76.1,Test Evaluation
2016-05-17 12:30:00,60.0,76.26,Test Evaluation
2016-05-17 12:40:00,50.0,76.65,Test Evaluation
2016-05-17 12:50:00,50.0,77.78,Test Evaluation
2016-05-17 13:00:00,40.0,75.52,Test Evaluation
2016-05-17 13:10:00,50.0,87.62,Test Evaluation
2016-05-17 13:20:00,50.0,88.57,Test Evaluation
2016-05-17 13:30:00,40.0,87.58,Test Evaluation
2016-05-17 13:40:00,30.0,84.72,Test Evaluation
2016-05-17 13:50:00,40.0,68.44,Test Evaluation
2016-05-17 14:00:00,40.0,68.18,Test Evaluation
2016-05-17 14:10:00,60.0,65.71,Test Evaluation
2016-05-17 14:20:00,60.0,67.29,Test Evaluation
2016-05-17 14:30:00,50.0,71.35,Test Evaluation
2016-05-17 14:40:00,60.0,76.53,Test Evaluation
2016-05-17 14:50:00,50.0,78.12,Test Evaluation
2016-05-17 15:00:00,50.0,78.92,Test Evaluation
2016-05-17 15:10:00,40.0,75.26,Test Evaluation
2016-05-17 15:20:00,50.0,80.75,Test Evaluation
2016-05-17 15:30:00,60.0,74.59,Test Evaluation
2016-05-17 15:40:00,60.0,74.64,Test Evaluation
2016-05-17 15:50:00,50.0,74.54,Test Evaluation
2016-05-17 16:00:00,60.0,74.48,Test Evaluation
2016-05-17 16:10:00,60.0,76.0,Test Evaluation
2016-05-17 16:20:00,50.0,76.01,Test Evaluation
2016-05-17 16:30:00,80.0,75.35,Test Evaluation
2016-05-17 16:40:00,70.0,79.18,Test Evaluation
2016-05-17 16:50:00,80.0,82.52,Test Evaluation
2016-05-17 17:00:00,80.0,85.71,Test Evaluation
2016-05-17 17:10:00,80.0,89.56,Test Evaluation
2016-05-17 17:20:00,90.0,95.77,Test Evaluation
2016-05-17 17:30:00,100.0,95.86,Test Evaluation
2016-05-17 17:40:00,190.0,128.96,Test Evaluation
2016-05-17 17:50:00,380.0,148.0,Test Evaluation
2016-05-17 18:00:00,100.0,165.17,Test Evaluation
2016-05-17 18:10:00,90.0,149.66,Test Evaluation
2016-05-17 18:20:00,110.0,147.72,Test Evaluation
2016-05-17 18:30:00,90.0,152.31,Test Evaluation
2016-05-17 18:40:00,110.0,131.73,Test Evaluation
2016-05-17 18:50:00,100.0,81.01,Test Evaluation
2016-05-17 19:00:00,90.0,99.02,Test Evaluation
2016-05-17 19:10:00,140.0,101.74,Test Evaluation
2016-05-17 19:20:00,140.0,108.04,Test Evaluation
2016-05-17 19:30:00,130.0,131.43,Test Evaluation
2016-05-17 19:40:00,120.0,119.59,Test Evaluation
2016-05-17 19:50:00,120.0,123.85,Test Evaluation
2016-05-17 20:00:00,130.0,126.73,Test Evaluation
2016-05-17 20:10:00,140.0,117.34,Test Evaluation
2016-05-17 20:20:00,110.0,125.12,Test Evaluation
2016-05-17 20:30:00,110.0,106.45,Test Evaluation
2016-05-17 20:40:00,110.0,104.61,Test Evaluation
2016-05-17 20:50:00,110.0,101.51,Test Evaluation
2016-05-17 21:00:00,90.0,97.84,Test Evaluation
2016-05-17 21:10:00,60.0,97.11,Test Evaluation
2016-05-17 21:20:00,80.0,79.74,Test Evaluation
2016-05-17 21:30:00,50.0,76.07,Test Evaluation
2016-05-17 21:40:00,60.0,67.47,Test Evaluation
2016-05-17 21:50:00,50.0,61.23,Test Evaluation
2016-05-17 22:00:00,60.0,68.35,Test Evaluation
2016-05-17 22:10:00,80.0,61.55,Test Evaluation
2016-05-17 22:20:00,50.0,59.65,Test Evaluation
2016-05-17 22:30:00,40.0,63.96,Test Evaluation
2016-05-17 22:40:00,20.0,59.59,Test Evaluation
2016-05-17 22:50:00,30.0,66.28,Test Evaluation
2016-05-17 23:00:00,30.0,51.77,Test Evaluation
2016-05-17 23:10:00,60.0,43.25,Test Evaluation
2016-05-17 23:20:00,60.0,49.46,Test Evaluation
2016-05-17 23:30:00,60.0,52.72,Test Evaluation
2016-05-17 23:40:00,60.0,61.79,Test Evaluation
2016-05-17 23:50:00,60.0,63.66,Test Evaluation
2016-05-18 00:00:00,50.0,57.37,Test Evaluation
2016-05-18 00:10:00,60.0,52.13,Test Evaluation
2016-05-18 00:20:00,50.0,62.3,Test Evaluation
2016-05-18 00:30:00,50.0,49.03,Test Evaluation
2016-05-18 00:40:00,50.0,48.05,Test Evaluation
2016-05-18 00:50:00,50.0,45.85,Test Evaluation
2016-05-18 01:00:00,50.0,47.59,Test Evaluation
2016-05-18 01:10:00,40.0,45.0,Test Evaluation
2016-05-18 01:20:00,60.0,44.3,Test Evaluation
2016-05-18 01:30:00,50.0,48.06,Test Evaluation
2016-05-18 01:40:00,60.0,48.53,Test Evaluation
2016-05-18 01:50:00,60.0,60.95,Test Evaluation
2016-05-18 02:00:00,60.0,53.38,Test Evaluation
2016-05-18 02:10:00,50.0,56.06,Test Evaluation
2016-05-18 02:20:00,60.0,55.52,Test Evaluation
2016-05-18 02:30:00,50.0,57.55,Test Evaluation
2016-05-18 02:40:00,50.0,57.39,Test Evaluation
2016-05-18 02:50:00,60.0,53.85,Test Evaluation
2016-05-18 03:00:00,40.0,56.51,Test Evaluation
2016-05-18 03:10:00,60.0,55.6,Test Evaluation
2016-05-18 03:20:00,40.0,64.89,Test Evaluation
2016-05-18 03:30:00,60.0,54.27,Test Evaluation
2016-05-18 03:40:00,60.0,54.05,Test Evaluation
2016-05-18 03:50:00,50.0,54.53,Test Evaluation
2016-05-18 04:00:00,60.0,58.29,Test Evaluation
2016-05-18 04:10:00,50.0,57.06,Test Evaluation
2016-05-18 04:20:00,60.0,60.04,Test Evaluation
2016-05-18 04:30:00,50.0,59.44,Test Evaluation
2016-05-18 04:40:00,50.0,57.46,Test Evaluation
2016-05-18 04:50:00,40.0,59.22,Test Evaluation
2016-05-18 05:00:00,80.0,56.28,Test Evaluation
2016-05-18 05:10:00,70.0,60.95,Test Evaluation
2016-05-18 05:20:00,60.0,58.56,Test Evaluation
2016-05-18 05:30:00,50.0,63.9,Test Evaluation
2016-05-18 05:40:00,70.0,71.86,Test Evaluation
2016-05-18 05:50:00,60.0,66.92,Test Evaluation
2016-05-18 06:00:00,60.0,78.03,Test Evaluation
2016-05-18 06:10:00,130.0,60.86,Test Evaluation
2016-05-18 06:20:00,60.0,71.31,Test Evaluation
2016-05-18 06:30:00,70.0,73.66,Test Evaluation
2016-05-18 06:40:00,50.0,73.92,Test Evaluation
2016-05-18 06:50:00,50.0,74.05,Test Evaluation
2016-05-18 07:00:00,50.0,72.62,Test Evaluation
2016-05-18 07:10:00,50.0,57.11,Test Evaluation
2016-05-18 07:20:00,50.0,63.76,Test Evaluation
2016-05-18 07:30:00,50.0,58.51,Test Evaluation
2016-05-18 07:40:00,60.0,59.29,Test Evaluation
2016-05-18 07:50:00,60.0,71.91,Test Evaluation
2016-05-18 08:00:00,50.0,83.45,Test Evaluation
2016-05-18 08:10:00,70.0,77.37,Test Evaluation
2016-05-18 08:20:00,70.0,67.05,Test Evaluation
2016-05-18 08:30:00,80.0,72.62,Test Evaluation
2016-05-18 08:40:00,50.0,77.2,Test Evaluation
2016-05-18 08:50:00,50.0,75.0,Test Evaluation
2016-05-18 09:00:00,50.0,74.67,Test Evaluation
2016-05-18 09:10:00,40.0,71.27,Test Evaluation
2016-05-18 09:20:00,90.0,69.12,Test Evaluation
2016-05-18 09:30:00,60.0,66.99,Test Evaluation
2016-05-18 09:40:00,80.0,70.66,Test Evaluation
2016-05-18 09:50:00,70.0,74.55,Test Evaluation
2016-05-18 10:00:00,60.0,74.83,Test Evaluation
2016-05-18 10:10:00,40.0,75.77,Test Evaluation
2016-05-18 10:20:00,60.0,64.61,Test Evaluation
2016-05-18 10:30:00,50.0,67.6,Test Evaluation
2016-05-18 10:40:00,50.0,62.46,Test Evaluation
2016-05-18 10:50:00,90.0,60.9,Test Evaluation
2016-05-18 11:00:00,100.0,69.04,Test Evaluation
2016-05-18 11:10:00,80.0,78.64,Test Evaluation
2016-05-18 11:20:00,60.0,81.08,Test Evaluation
2016-05-18 11:30:00,70.0,83.42,Test Evaluation
2016-05-18 11:40:00,50.0,89.21,Test Evaluation
2016-05-18 11:50:00,60.0,78.75,Test Evaluation
2016-05-18 12:00:00,50.0,72.51,Test Evaluation
2016-05-18 12:10:00,50.0,69.4,Test Evaluation
2016-05-18 12:20:00,50.0,72.21,Test Evaluation
2016-05-18 12:30:00,40.0,68.66,Test Evaluation
2016-05-18 12:40:00,80.0,70.1,Test Evaluation
2016-05-18 12:50:00,70.0,73.12,Test Evaluation
2016-05-18 13:00:00,90.0,79.25,Test Evaluation
2016-05-18 13:10:00,80.0,85.47,Test Evaluation
2016-05-18 13:20:00,90.0,89.71,Test Evaluation
2016-05-18 13:30:00,80.0,95.79,Test Evaluation
2016-05-18 13:40:00,90.0,94.68,Test Evaluation
2016-05-18 13:50:00,90.0,97.15,Test Evaluation
2016-05-18 14:00:00,90.0,97.77,Test Evaluation
2016-05-18 14:10:00,80.0,100.65,Test Evaluation
2016-05-18 14:20:00,80.0,99.29,Test Evaluation
2016-05-18 14:30:00,80.0,98.41,Test Evaluation
2016-05-18 14:40:00,80.0,97.52,Test Evaluation
2016-05-18 14:50:00,80.0,94.01,Test Evaluation
2016-05-18 15:00:00,90.0,92.68,Test Evaluation
2016-05-18 15:10:00,90.0,94.51,Test Evaluation
2016-05-18 15:20:00,90.0,97.12,Test Evaluation
2016-05-18 15:30:00,80.0,98.23,Test Evaluation
